kind	file	key	detail
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s100_0150_ch4030	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s100_0150_ch4030	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s100_0160_ch4030	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s100_0160_ch4030	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s100_0210_ch4030	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s100_0210_ch4030	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s310_0080_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s310_0080_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s310_0190_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s310_0190_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s410_0070_ch4210	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s410_0070_ch4210	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s410_0080_ch4210	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s410_0080_ch4210	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s500_0050_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s500_0050_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s500_0100_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s500_0100_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s500_0120_ch1800	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s500_0120_ch1800	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s500_0150_ch1800	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s500_0150_ch1800	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s500_0250_ch1800	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s500_0250_ch1800	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_2099_0010_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_2099_0010_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_2610_0010_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_2610_0010_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s900_0110_ch5100	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_c111s900_0110_ch5100	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_9030_0030_ch2000	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_9030_0030_ch2000	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_9041_0020_ch2000	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_9041_0020_ch2000	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_9041_0050_ch2000	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_9041_0050_ch2000	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_9050_0020_ch2100	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_9050_0020_ch2100	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_9050_0030_ch2100	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_hotel3.msg.23.json	Hotel3_9050_0030_ch2100	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_mange.msg.23.json	ManGE_0650_0010_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_mange.msg.23.json	ManGE_0650_0010_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_mange.msg.23.json	ManGE_c311s610_0010_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_mange.msg.23.json	ManGE_c311s610_0010_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_mangm3.msg.23.json	ManGM3_c321s200_0070_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_mangm3.msg.23.json	ManGM3_c321s200_0070_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_mangm3.msg.23.json	ManGM3_0820_0010_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_mangm3.msg.23.json	ManGM3_0820_0010_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_mangm3.msg.23.json	ManGM3_c321s400_0170_ch5100	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_mangm3.msg.23.json	ManGM3_c321s400_0170_ch5100	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_mangm3.msg.23.json	ManGM3_1000_0010_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_mangm3.msg.23.json	ManGM3_1000_0010_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_mangm3.msg.23.json	ManGM3_2200_0020_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_mangm3.msg.23.json	ManGM3_2200_0020_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_mangm3.msg.23.json	ManGM3_2200_0030_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_mangm3.msg.23.json	ManGM3_2200_0030_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_mangua.msg.23.json	ManGUA_1000_0010_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_mangua.msg.23.json	ManGUA_1000_0010_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_mangua.msg.23.json	ManGUA_1500_0040_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_mangua.msg.23.json	ManGUA_1500_0040_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_mangua.msg.23.json	ManGUA_c341s050_0240_ch1510	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_mangua.msg.23.json	ManGUA_c341s050_0240_ch1510	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_mangua.msg.23.json	ManGUA_c341s050_0290_ch1510	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_mangua.msg.23.json	ManGUA_c341s050_0290_ch1510	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_mangua.msg.23.json	ManGUA_1517_0010_ch1510	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_mangua.msg.23.json	ManGUA_1517_0010_ch1510	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_manlc.msg.23.json	ManLC_1005_0030_ch0100	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_manlc.msg.23.json	ManLC_1005_0030_ch0100	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_manlc.msg.23.json	ManLC_c342s800_0120_ch0100	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_manlc.msg.23.json	ManLC_c342s800_0120_ch0100	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_movie.msg.23.json	Movie_c991s000_0030_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_movie.msg.23.json	Movie_c991s000_0030_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_movie.msg.23.json	Movie_c991s000_0080_ch1500	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_movie.msg.23.json	Movie_c991s000_0080_ch1500	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_movie.msg.23.json	Movie_c991s000_0090_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_movie.msg.23.json	Movie_c991s000_0090_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_movie.msg.23.json	Movie_c991s000_0120_ch0200	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_movie.msg.23.json	Movie_c991s000_0120_ch0200	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_movie.msg.23.json	Movie_c991s000_0340_ch5100	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_movie.msg.23.json	Movie_c991s000_0340_ch5100	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_movie.msg.23.json	Movie_c991s000_0560_ch0900	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_movie.msg.23.json	Movie_c991s000_0560_ch0900	src_lf=0 dst_lf=1
protected_term_missing	natives/stm/message/dialog/dialog_underco.msg.23.json	UnderCO_c520s700_0360_ch5400	source contains 'Requiem'
crlf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_1100_0010_ch0100	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_1100_0010_ch0100	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_2000_0010_ch9916	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_2000_0010_ch9916	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_2000_0020_ch9916	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_2000_0020_ch9916	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_2000_0030_ch9916	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_2000_0030_ch9916	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_c510s400_0020_ch0900	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_c510s400_0020_ch0900	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_5000_0010_ch0100	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_5000_0010_ch0100	src_lf=0 dst_lf=1
lf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_5010_0010_ch0900	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_5030_0020_ch0900	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_5030_0020_ch0900	src_lf=0 dst_lf=1
lf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_5040_0010_ch0100	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_5045_0010_ch0100	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_5045_0010_ch0100	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_c510s900_0030_ch8000	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_c510s900_0030_ch8000	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_c510s900_0060_ch8000	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_c510s900_0060_ch8000	src_lf=0 dst_lf=1
crlf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_c510s900_0100_ch8000	src_crlf=0 dst_crlf=0
lf_mismatch	natives/stm/message/dialog/dialog_underhb.msg.23.json	UnderHB_c510s900_0100_ch8000	src_lf=0 dst_lf=1
protected_term_missing	natives/stm/message/dialog/dialog_underlb.msg.23.json	UnderLB_c530s900_0330_ch9925	source contains 'Umbrella', expected one of ['Umbrella', 'Umbrelly']
protected_term_missing	natives/stm/message/gamesystem/activity.msg.23.json	ActivityHelp_440_700_Body	source contains 'Hatchet'
protected_term_missing	natives/stm/message/gamesystem/activity.msg.23.json	ActivityHelp_510_300_Body	source contains 'Hatchet'
protected_term_missing	natives/stm/message/gamesystem/bonus.msg.23.json	bo10_02_002_Title	source contains 'Hatchet'
protected_term_missing	natives/stm/message/gamesystem/bonus.msg.23.json	bo10_02_002_Description	source contains 'Hatchet'
crlf_mismatch	natives/stm/message/gamesystem/bonus.msg.23.json	bo60_00_090_Description	src_crlf=0 dst_crlf=0
crlf_mismatch	natives/stm/message/gamesystem/bonus.msg.23.json	bo60_00_410_Description	src_crlf=0 dst_crlf=0
protected_term_missing	natives/stm/message/gamesystem/bonus.msg.23.json	bo60_00_410_Description	source contains 'Hatchet'
